stop_id,stop_code,stop_name,stop_lat,stop_lon,wheelchair_boarding,parent_station
BMAI81,BMAI81,10 Mai 1981,45.00774400,-0.52496000,0,
B11N95,B11N95,11 Novembre,44.89488000,-0.50116200,0,
B14JU45,B14JU45,14 Juillet,44.82260100,-0.59344100,0,
B14JUIL,B14JUIL,14 Juillet,44.80769900,-0.54755100,0,
B19MA91,B19MA91,19 Mars 1962,45.01237300,-0.53570200,0,
BMARS62,BMARS62,19 Mars 1962,44.87744800,-0.64211200,0,
B4PAVI,B4PAVI,4 Pavillons,44.86615400,-0.51394300,0,
B45PARA,B45PARA,45ème Parallèle,44.83175500,-0.69391600,0,
BMETEO,BMETEO,45ème Parallèle,44.83169300,-0.69388700,0,
B5CHEMI,B5CHEMI,5 Chemins,44.86081200,-0.69610800,0,
BTESPA,BTESPA,5 Chemins,44.86130300,-0.69490500,0,
B8Mai4,B8Mai4,8 Mai 1945,44.86723600,-0.60262300,0,
B8Mai45,B8Mai45,8 Mai 1945,44.85190000,-0.51115700,0,
BMAI36,BMAI36,8 Mai 1945,44.86520600,-0.63844100,0,
BTABERN,BTABERN,Abel Gance,44.87858300,-0.50022100,0,
BACACI,BACACI,Acacias,44.88524900,-0.52907800,0,
BACAPES,BACAPES,Acacias,44.78946500,-0.63697900,0,
BAFPA,BAFPA,AFPA Pessac,44.79017700,-0.64987100,0,
BAGRIE,BAGRIE,Agrières,44.91100300,-0.68118900,0,
BAIA,BAIA,AIA,44.82712500,-0.53822900,0,
BACESAI,BACESAI,Aimé Césaire,44.87804800,-0.66410000,0,
BSCOAMA,BSCOAMA,Albert Marquet,44.87554300,-0.69560200,0,
BALBRET,BALBRET,Albret,44.83303100,-0.58193400,0,
BLANCON,BLANCON,Alcide Lançon,44.91091500,-0.64121600,0,
BSCOALF,BSCOALF,Alfred de Vigny,44.83039500,-0.63305000,0,
TVIGNY,TVIGNY,Alfred de Vigny,44.83023000,-0.63395800,0,
BSCOALI,BSCOALI,Alienor,44.78777400,-0.68719000,0,
BALLAR,BALLAR,Allard,44.87778500,-0.59149300,0,
BALL22,BALL22,Allende,44.80060200,-0.55764700,0,
BALLE40,BALLE40,Allende,44.78899600,-0.58707700,0,
BALLEN,BALLEN,Allende,44.86738900,-0.52220100,0,
BACURE,BACURE,Allée de Curé,44.91141200,-0.68492800,0,
BCHAMBR,BCHAMBR,Allée de la Chambre,44.93435100,-0.75793500,0,
BPRAIRI,BPRAIRI,Allée de la Prairie,44.84840900,-0.64383200,0,
BBECASS,BBECASS,Allée des Bécasses,44.93173100,-0.75996700,0,
BAPINS,BAPINS,Allée des Pins,44.83634500,-0.60178700,0,
BANORD,BANORD,Allée du Nord,44.91414900,-0.74211900,0,
BAVIEIL,BAVIEIL,Allée Vieille,44.87878400,-0.73637500,0,
BALOHA,BALOHA,Aloha,44.91571800,-0.68035100,0,
BALOUET,BALOUET,Alouette,44.81835100,-0.65862900,0,
BDAUDE,BDAUDE,Alphonse Daudet,44.79317100,-0.63926300,0,
BDANDI,BDANDI,Alphonse Dupeux,44.83026700,-0.58700300,0,
BFSOURD,BFSOURD,Alphonse Dupeux,44.82990400,-0.58777200,0,
BAMBCEN,BAMBCEN,Ambarès Centre,44.92672000,-0.48700100,0,
BAMBAR,BAMBAR,Ambarès Eglise,44.92442500,-0.48416900,0,
BSCOAMB,BSCOAMB,Ambroise Paré,44.89728800,-0.77146200,0,
BAMBEGL,BAMBEGL,Ambès Eglise,45.01367600,-0.53016800,0,
BAMPERE,BAMPERE,Ampère-Grand Parc,44.86240500,-0.58466700,0,
BNAVAR,BNAVAR,Amédée Larrieu,44.82968500,-0.58143800,0,
BGERMAI,BGERMAI,Amédée St Germain,44.81792000,-0.56241600,0,
BAFR21,BAFR21,Anatole France,44.76647400,-0.58011800,0,
BAFRAN,BAFRAN,Anatole France,44.84626900,-0.53576200,0,
BABATT,BABATT,Anciens Abattoirs,44.81713800,-0.60569600,0,
BEUSTA,BEUSTA,André Eustache,44.81198000,-0.64037400,0,
BARICAR,BARICAR,André Ricard,44.85960300,-0.53973100,0,
BPLACAN,BPLACAN,Anita Conti,44.93273800,-0.62045400,0,
BANSPOR,BANSPOR,Antennes Sportives,44.89783900,-0.57149300,0,
BSCOANT,BSCOANT,Antonic,44.91751400,-0.67631400,0,
BSCONIC,BSCONIC,Antonic,44.91751500,-0.67627600,0,
BCHATAI,BCHATAI,Antoune,44.79591500,-0.64858000,0,
BARAG18,BARAG18,Arago (Médiathèque),44.79733200,-0.64305100,0,
BARAG45,BARAG45,Arago (Médiathèque),44.79774000,-0.64503400,0,
BARBOUS,BARBOUS,Arbousiers,44.91511900,-0.67405800,0,
BARCIEL,BARCIEL,Arc-en-Ciel,44.87604200,-0.58549300,0,
BARCHES,BARCHES,Arches de l'Estey,44.79258700,-0.53492700,0,
BALFONS,BALFONS,Arena,44.82597800,-0.52740500,0,
BAREN06,BAREN06,Arena,44.82523900,-0.53351300,0,
BCRISTO,BCRISTO,Arena,44.82420200,-0.53324100,0,
BMCRIT,BMCRIT,Arena,44.82684100,-0.53343000,0,
BARIANE,BARIANE,Ariane,44.86248800,-0.69924100,0,
BABR48,BABR48,Aristide Briand,44.82467800,-0.62386400,0,
BARIST,BARIST,Aristide Briand,44.85790400,-0.52431800,0,
BSCOARI,BSCOARI,Aristide Briand,44.88710100,-0.69172300,0,
BPRIVIE,BPRIVIE,Arsenal,44.85359400,-0.58763300,0,
BARSON,BARSON,Arsonval,44.77930500,-0.65895500,0,
BARTME,BARTME,Arts & Métiers,44.80520700,-0.60051200,0,
TARTME,TARTME,Arts & Métiers,44.80599100,-0.60231600,0,
BATELIE,BATELIE,Ateliers,44.82081300,-0.55874400,0,
BATELI,BATELI,Ateliers municipaux,44.88088500,-0.53182100,0,
BFAUDIT,BFAUDIT,Auditorium de Floirac,44.84756700,-0.50695900,0,
BAULE22,BAULE22,Aulenti,44.95743600,-0.60235600,0,
BAURIO,BAURIO,Auriol,44.76233300,-0.58165700,0,
BAURIOL,BAURIOL,Auriol,44.84076500,-0.68478600,0,
BAQUIT,BAQUIT,Ausone,44.87884000,-0.60497200,0,
BAUSO34,BAUSO34,Ausone,44.80115100,-0.61699400,0,
BAUSO95,BAUSO95,Ausone,44.89605400,-0.50949000,0,
TBRUSUD,TBRUSUD,Ausone,44.87924600,-0.60273500,0,
BVHUG93,BVHUG93,Austin Conte,44.89753000,-0.49769500,0,
BAAUSON,BAAUSON,Avenue Ausone,44.87046200,-0.59303900,0,
BAVAUSO,BAVAUSO,Avenue Ausone,44.87027300,-0.59246300,0,
BAEYSIN,BAEYSIN,Avenue d'Eysines,44.85988500,-0.61275800,0,
BABORDE,BABORDE,Avenue de Bordeaux,44.88709500,-0.50737600,0,
BACAPE,BACAPE,Avenue de Capeyron,44.86726500,-0.71019000,0,
BGRANDJ,BGRANDJ,Avenue de Grandjean,44.94293000,-0.51043300,0,
BAVEURO,BAVEURO,Avenue de l'Europe,44.87797900,-0.61424600,0,
BAUNIV,BAUNIV,Avenue de l'Université,44.80124600,-0.59467000,0,
BABOETI,BABOETI,Avenue de la Boétie,44.90968700,-0.67178000,0,
BMAGUD,BMAGUD,Avenue de Magudas,44.85558400,-0.65477100,0,
BAPARIS,BAPARIS,Avenue de Paris,44.87158500,-0.51192000,0,
BSCOADE,BSCOADE,Avenue Descartes,44.88701300,-0.70005300,0,
BCHUT,BCHUT,Avenue du Chut,44.84877000,-0.66252500,0,
BRENARX,BRENARX,Avenue du Chut,44.84935200,-0.66549000,0,
BCOTEA,BCOTEA,Avenue du Coteau,44.81418300,-0.50162700,0,
BSCOAVE,BSCOAVE,Avenue du Haillan,44.87178400,-0.71222500,0,
BASTADE,BASTADE,Avenue du Stade,44.90979100,-0.69231000,0,
BAVTAI,BAVTAI,Avenue du Taillan,44.87229500,-0.63348800,0,
BHIPP54,BHIPP54,Avenue du Taillan,44.87205800,-0.63176200,0,
BTRUC,BTRUC,Avenue du Truc,44.84385400,-0.64546200,0,
BAVGTA,BAVGTA,Avenue Gambetta,44.81821400,-0.62976100,0,
BJJA45,BJJA45,Avenue Jean Jaurès,44.80920300,-0.62323500,0,
BAYGUEL,BAYGUEL,Ayguelongue,44.96024700,-0.61682400,0,
BAEROP,BAEROP,Aéroparc,44.85068200,-0.69285600,0,
BPHARE2,BPHARE2,Aéroparc,44.85088100,-0.69283100,0,
BPHARE,BPHARE,Aéroparc (av Dassault),44.85003800,-0.69324400,0,
BAEROG,BAEROG,Aéroport,44.83035300,-0.70095500,0,
BAEROPO,BAEROPO,Aéroport,44.83042700,-0.70101700,0,
TAEROPO,TAEROPO,Aéroport,44.83059400,-0.70089500,0,
BBA106,BBA106,BA 106,44.81520600,-0.70985300,0,
BRPMITT,BRPMITT,BA 106 (terminus),44.81422900,-0.71240300,0,
BBACCHU,BBACCHU,Bacchus,44.88653200,-0.59657300,0,
BBAGAT,BBAGAT,Bagatelle,44.80908300,-0.57389500,0,
BBAILLY,BBAILLY,Bailly,44.81853900,-0.51092000,0,
BSCOBAI,BSCOBAI,Bailly,44.81852000,-0.51097000,0,
BBALGUE,BBALGUE,Balguerie,44.89108400,-0.60331200,0,
BBALLET,BBALLET,Ballet,44.94179200,-0.54202900,0,
BBALLIO,BBALLIO,Ballion,44.84254700,-0.63806100,0,
BBANLI,BBANLI,Banlin,44.86506600,-0.53817100,0,
BBARAIL,BBARAIL,Baraille,44.95599700,-0.51316800,0,
BPBARB,BPBARB,Barbusse,44.85626500,-0.64228300,0,
BSCOBAD,BSCOBAD,Barbut,44.75676600,-0.61389800,0,
BBARDAN,BBARDAN,Bardanac,44.79622800,-0.60969200,0,
BBAROT,BBAROT,Barot,44.95931300,-0.50461100,0,
BBARE,BBARE,Barre,44.93155500,-0.48067300,0,
BSCOBAR,BSCOBAR,Barreau,44.93323200,-0.75449700,0,
BBARES,BBARES,Barrière d'Arès,44.83616900,-0.59869000,0,
BBBEGL,BBBEGL,Barrière de Bègles,44.81347700,-0.56409700,0,
BBPESS,BBPESS,Barrière de Pessac,44.82550200,-0.58880100,0,
BBPESS2,BBPESS2,Barrière de Pessac (Boulevards),44.82593600,-0.59008900,0,
BBATOUL,BBATOUL,Barrière de Toulouse,44.81533300,-0.57348300,0,
BBTOUL2,BBTOUL2,Barrière de Toulouse,44.81542900,-0.57245100,0,
BBTOULO,BBTOULO,Barrière de Toulouse,44.81442500,-0.57230200,0,
BBMDOC,BBMDOC,Barrière du Médoc,44.85312600,-0.59179000,0,
BBMEDO,BBMEDO,Barrière du Médoc,44.85381300,-0.59386800,0,
TBMEDOC,TBMEDOC,Barrière du médoc,44.85351400,-0.59302500,0,
BBJUDA,BBJUDA,Barrière Judaïque,44.84012200,-0.59963100,0,
BBAUGU,BBAUGU,Barrière Saint-Augustin,44.83328500,-0.59788000,0,
BPECHEU,BPECHEU,Barrière Saint-Augustin,44.83402300,-0.59875700,0,
BBGENE,BBGENE,Barrière Saint-Genès,44.82130200,-0.58279400,0,
TBGENE,TBGENE,Barrière Saint-Genès,44.82117200,-0.58285100,0,
BBSMED,BBSMED,Barrière Saint-Médard,44.84805800,-0.59767000,0,
BBARRE,BBARRE,Barrès,44.88730400,-0.54679600,0,
BBARTHS,BBARTHS,Barthès,44.76890500,-0.60257100,0,
BTOURVI,BTOURVI,Base Sous-marine,44.87289600,-0.55932200,0,
BBASSIF,BBASSIF,Bassins à Flot,44.86877100,-0.55711500,0,
BBASSIN,BBASSIN,Bassins à Flot,44.86927500,-0.55658900,0,
BBASTO,BBASTO,Bastide Darwin,44.85204800,-0.56149000,0,
BBAUDO,BBAUDO,Baudon,44.88336200,-0.62952700,0,
BBAUDUC,BBAUDUC,Bauducheu,44.82242700,-0.55944700,0,
BBAZIN,BBAZIN,Bazin,44.82664300,-0.65217800,0,
BTBEAUD,BTBEAUD,Beaudésert,44.84504600,-0.68452900,0,
BBEAUJE,BBEAUJE,Beaujet,44.94680300,-0.51135400,0,
BBRGARD,BBRGARD,Beauregard,45.00874000,-0.52267800,0,
BCBEAU2,BCBEAU2,Beausite,44.85290400,-0.52708200,0,
BCEBEAU,BCEBEAU,Beausite,44.85290100,-0.52756400,0,
BBEAUSO,BBEAUSO,Beausoleil,44.75774900,-0.62516200,0,
BBEAUT,BBEAUT,Beautiran,44.82172400,-0.57135000,0,
BBEAUVA,BBEAUVA,Beauvais,44.94979500,-0.48775200,0,
BBEAU95,BBEAU95,Beauval,44.90577200,-0.50314200,0,
BBECHA,BBECHA,Bechade,44.86802200,-0.67071400,0,
BLINDBE,BLINDBE,Becquerel,44.83724100,-0.69413200,0,
BBEDAT,BBEDAT,Bedat,44.84663000,-0.64969700,0,
BHORTIC,BHORTIC,Bel Air,44.87225600,-0.66386800,0,
BBELAIR,BBELAIR,Belair,44.94191900,-0.63037500,0,
TBELCI,TBELCI,Belcier,44.82254300,-0.55216100,0,
BHIPPIQ,BHIPPIQ,Belfort,44.89350200,-0.76335100,0,
BBERIVE,BBERIVE,Belle Rive,44.96082500,-0.53399100,0,
BBELLEV,BBELLEV,Bellevue,44.79143300,-0.65071900,0,
BBELVUE,BBELVUE,Bellevue,44.84560200,-0.72630500,0,
BBELLOC,BBELLOC,Belloc,44.91789200,-0.50632800,0,
BBELLON,BBELLON,Bellonte,44.82857900,-0.68968000,0,
BBELVED,BBELVED,Belvédère,44.83547700,-0.55114200,0,
BBELVE,BBELVE,Belvédére,44.83256900,-0.55004700,0,
BBENAU,BBENAU,Benauge,44.83787500,-0.55884300,0,
TGARON,TGARON,Berges de Garonne,44.88558200,-0.54153500,0,
BBERGLA,BBERGLA,Berges du Lac,44.87957100,-0.57331500,0,
BJOURN,BJOURN,Berges du Lac,44.87928300,-0.56826400,0,
TBERLAC,TBERLAC,Berges du Lac,44.87901600,-0.57080800,0,
BBERGO,BBERGO,Bergonié,44.82582700,-0.57936200,0,
TBERGO,TBERGO,Bergonié,44.82502500,-0.57824700,0,
BGESTFO,BGESTFO,Berles,44.85943200,-0.68516300,0,
BBERLIN,BBERLIN,Berlincan,44.88224500,-0.68799900,0,
BPABERL,BPABERL,Berlincan,44.88170800,-0.68707600,0,
BSCOBER,BSCOBER,Berlincan,44.88202200,-0.68903700,0,
BBERLI,BBERLI,Berlioz,44.83819700,-0.50942600,0,
BBERLIO,BBERLIO,Berlioz,44.82437000,-0.62835500,0,
BBERLIQ,BBERLIQ,Berliquet,44.81503200,-0.49815400,0,
BBERN29,BBERN29,Bernatet,44.93474600,-0.51172800,0,
BBERNAT,BBERNAT,Bernatet,44.93458700,-0.51147700,0,
BBERN72,BBERN72,Bernède,44.87844800,-0.67570700,0,
BBERNED,BBERNED,Bernède,44.87831400,-0.67799900,0,
BBERSO,BBERSO,Bersol,44.77552400,-0.64269400,0,
BBERTEA,BBERTEA,Berteaux,44.81044100,-0.58779500,0,
BBERT01,BBERT01,Berthelot,44.85620000,-0.57109200,0,
BBERTI,BBERTI,Bertin,44.81596700,-0.56567300,0,
BBETNO,BBETNO,Betnoms,44.85861200,-0.68177600,0,
BANSOC,BANSOC,Beutre Antenne Sociale,44.81587100,-0.70089400,0,
BBIBLAN,BBIBLAN,Biblanque,44.87928000,-0.64667400,0,
BBIB02,BBIB02,Bibliothèque,44.80522100,-0.54294100,0,
BBIBLIO,BBIBLIO,Bibliothèque,44.83516000,-0.58606800,0,
BBIERGE,BBIERGE,Bierge,44.77278300,-0.57719200,0,
BBIGEAU,BBIGEAU,Bigeau,44.95542000,-0.61061000,0,
BBILLA,BBILLA,Billaudel (rue Malbec),44.82487200,-0.56356600,0,
BBIRHA,BBIRHA,Bir Hakeim,44.83171100,-0.62532700,0,
BBLAN80,BBLAN80,Blancherie,44.84841800,-0.49983500,0,
BTBLAN,BTBLAN,Blancherie,44.84856600,-0.49928100,0,
BBLANCH,BBLANCH,Blanchet,44.94355200,-0.46966100,0,
BBLANQ2,BBLANQ2,Blanqui,44.87635900,-0.54826100,0,
BBLANQI,BBLANQI,Blanqui,44.87606500,-0.54930700,0,
BBLAYAI,BBLAYAI,Blayais,44.76829500,-0.71934600,0,
BBLEUE,BBLEUE,Bleuets,44.85682000,-0.63663000,0,
BBOBET,BBOBET,Bobet,44.78289100,-0.59346400,0,
BBOIRO,BBOIRO,Boiron,44.78765300,-0.67781000,0,
BEIFFE,BEIFFE,Bois Bersol,44.78635300,-0.63810300,0,
BBMONT,BBMONT,Bois de Mont,44.89857200,-0.70682700,0,
BSCOPRI,BSCOPRI,Bois de Princesse,44.77857800,-0.71090900,0,
BORMES,BORMES,Bois des Ormes,44.91037400,-0.67717800,0,
BBFLEU,BBFLEU,Bois Fleuri,44.87620300,-0.51856500,0,
TBFLEU,TBFLEU,Bois Fleuri,44.87602000,-0.51930800,0,
BSCOBOI,BSCOBOI,Bois léger,44.85884200,-0.48159300,0,
BSCOBMA,BSCOBMA,Bois Margnat,44.85953900,-0.47994400,0,
BBOISVE,BBOISVE,Bois Vert,44.92764500,-0.50313200,0,
BBONCO,BBONCO,Boncour,44.81302000,-0.66487900,0,
BBONNA,BBONNA,Bonnardel,44.76955200,-0.57886500,0,
BBONNET,BBONNET,Bonnet,45.01575700,-0.53298300,0,
BCARREI,BCARREI,Bordeaux Carreire,44.82741200,-0.60182200,0,
BPBDX2,BPBDX2,Bordeaux Carreire,44.82647700,-0.60063500,0,
BBXPLAG,BBXPLAG,Bordeaux Plage,44.87724300,-0.57911200,0,
BBJALLE,BBJALLE,Bords de Jalles,44.88822900,-0.70358800,0,
BROBINS,BROBINS,Bosquets,44.85397100,-0.65147300,0,
BTBOUGN,BTBOUGN,Bougnard,44.79350400,-0.63473400,0,
TBOUGN,TBOUGN,Bougnard,44.79408200,-0.63403700,0,
BBHALIV,BBHALIV,Boulevard du haut Livrac,44.79830800,-0.67450500,0,
BGEORGV,BGEORGV,Boulevard George V,44.82387300,-0.58699400,0,
BPIER1E,BPIER1E,Boulevard Pierre 1er,44.85946700,-0.58925000,0,
BROOSEV,BROOSEV,Boulevard Roosevelt,44.81582200,-0.57436900,0,
BTRARI,BTRARI,Boulevard Trarieux,44.84162400,-0.54634400,0,
BEMETT,BEMETT,Bouliac Centre,44.81773900,-0.50337400,0,
BBCC45,BBCC45,Bouliac Centre Commercial,44.81639500,-0.52879100,0,
BCCBOUL,BCCBOUL,Bouliac Centre Commercial,44.81558500,-0.52563800,0,
BBOUR32,BBOUR32,Bourbon,44.84007500,-0.52055100,0,
BJCBEAU,BJCBEAU,Bourdieu,44.89574900,-0.51457400,0,
BBOURAN,BBOURAN,Bourranville,44.83957800,-0.62976200,0,
BBTRAVA,BBTRAVA,Bourse du Travail,44.83212100,-0.57844000,0,
BBPARC,BBPARC,Bout du Parc,44.95193000,-0.50776000,0,
BBOUTAU,BBOUTAU,Boutaut,44.86827700,-0.57699400,0,
BBOUTH,BBOUTH,Bouthier,44.85206400,-0.55707000,0,
BSCOBOU,BSCOBOU,Bouvreuils,44.78687900,-0.70145800,0,
BSCOBRL,BSCOBRL,Braille,44.87227000,-0.70104600,0,
BBRANDE,BBRANDE,Brandenburg,44.87465800,-0.54564000,0,
TBRANRG,TBRANRG,Brandenburg,44.87447300,-0.54568200,0,
BSCOGBR,BSCOGBR,Brassens,44.94426300,-0.53518000,0,
BSCOBRA,BSCOBRA,Braudel,44.86848800,-0.70013700,0,
BBREILL,BBREILL,Breillan,44.91831100,-0.66269100,0,
BBRETA,BBRETA,Bretagne,44.79505300,-0.68240900,0,
BBRETEI,BBRETEI,Breteil,44.88021800,-0.64760800,0,
BSCOBRJ,BSCOBRJ,Briand Joffre,44.82518700,-0.62776200,0,
BSCOBRI,BSCOBRI,Briaud,44.82426400,-0.67169100,0,
BBRIGN,BBRIGN,Brignon,44.77545600,-0.57505300,0,
BBRION,BBRION,Brion,44.87686600,-0.60330500,0,
BBRISSO,BBRISSO,Brisson,44.94521000,-0.53924400,0,
BLAGLA,BLAGLA,Brossolette,44.83428500,-0.62213600,0,
BPBRO62,BPBRO62,Brossolette,44.86291300,-0.51327800,0,
BBROUST,BBROUST,Broustey,44.93735200,-0.50153800,0,
BBRUCA,BBRUCA,Bruca,44.77461200,-0.57985800,0,
BBRCENT,BBRCENT,Bruges Centre,44.88271400,-0.61097000,0,
BBRUCEN,BBRUCEN,Bruges Centre,44.88197800,-0.61087800,0,
BBRULA,BBRULA,Brulatour,44.81543500,-0.55599900,0,
BBRUN,BBRUN,Brun,44.81747700,-0.57224500,0,
BBRUTA,BBRUTA,Brutails,44.88442300,-0.52344800,0,
BSCOBRU,BSCOBRU,Bruyères,44.78149600,-0.69721900,0,
BBREMON,BBREMON,Brémontier,44.81605000,-0.63403400,0,
BSCOBRE,BSCOBRE,Brémontier,44.89606300,-0.76636400,0,
BBUTT93,BBUTT93,Buttinière,44.86421300,-0.52439300,0,
BBUTTI,BBUTTI,Buttinière,44.86425700,-0.52478400,0,
BBUTTV2,BBUTTV2,Buttinière,44.86455000,-0.52503000,0,
TBUTTI,TBUTTI,Buttinière,44.86410200,-0.52494800,0,
BBPLAGE,BBPLAGE,Bègles Plage,44.80192700,-0.53822400,0,
BBECH92,BBECH92,Béchade,45.02309200,-0.54525600,0,
BBENEDI,BBENEDI,Bénédigues,44.79914100,-0.58342100,0,
BBERAL,BBERAL,Béraldi,44.83183700,-0.52002800,0,
TBETHA,TBETHA,Béthanie,44.80600000,-0.59800600,0,
BSCOCAE,BSCOCAE,C.A.E.P.E.,44.87727600,-0.74047700,0,
BCCO02,BCCO02,C.Cial Rives d'Arcins,44.79486100,-0.53498800,0,
BCCEULA,BCCEULA,C.Cial St Eulalie,44.90679100,-0.48665000,0,
BCABAN,BCABAN,Cabannes,44.82033400,-0.51983300,0,
TCADERA,TCADERA,Cadera Issartier,44.83568000,-0.68197600,0,
BCADISS,BCADISS,Cadéra-Issartier,44.83568000,-0.68226100,0,
BLELAC,BLELAC,CAF,44.89012900,-0.55760100,0,
BCAGVE,BCAGVE,Cage Verte,44.85941400,-0.62872600,0,
BCVERT,BCVERT,Cage verte,44.85907200,-0.62938800,0,
BCAILAU,BCAILAU,Cailleau,44.90387300,-0.51837700,0,
BCAILLO,BCAILLO,Caillou,44.86014100,-0.63445000,0,
TCALAIS,TCALAIS,Calais - Centujean,44.80289200,-0.55202000,0,
BCALM62,BCALM62,Calmette,44.85181500,-0.51723900,0,
BCALM92,BCALM92,Calmette,44.89298100,-0.51361500,0,
TCALYPS,TCALYPS,Calypso,44.86120600,-0.60069600,0,
BCGODAR,BCGODAR,Camille Godard,44.85504800,-0.57468700,0,
TGODAR,TGODAR,Camille Godard,44.85467200,-0.57448600,0,
BCAMPN,BCAMPN,Campana,44.81874100,-0.62533800,0,
BCAMPA,BCAMPA,Camparian,44.77219400,-0.57714200,0,
BCAMPAR,BCAMPAR,Camparian,44.84943200,-0.52444500,0,
BCAMP20,BCAMP20,Campeyraut,44.82796100,-0.59685500,0,
BCAMPEY,BCAMPEY,Campeyraut,44.82635400,-0.59705600,0,
BCAMINT,BCAMINT,Camping International,44.89852200,-0.57911900,0,
BCAMPBX,BCAMPBX,Camping International,44.89791300,-0.58195300,0,
TMONTES,TMONTES,Camponac Médiathèque,44.80032100,-0.63477600,0,
BCAMPER,BCAMPER,Campus Carreire,44.82124700,-0.60876500,0,
BCAMPUS,BCAMPUS,Campus Carreire,44.82220700,-0.60611700,0,
BCNARI,BCNARI,Canaris,44.79088700,-0.69047000,0,
BCANDAU,BCANDAU,Candau,44.80936800,-0.60931200,0,
BCGRIC,BCGRIC,Cante-Gric,44.91064600,-0.68731800,0,
BSCOCAF,BSCOCAF,Canteloup,44.76262700,-0.61531200,0,
BSCOLOP,BSCOLOP,Canteloup,44.99937300,-0.51220600,0,
BCANT77,BCANT77,Canteret,44.90703300,-0.63260000,0,
BTCAN72,BTCAN72,Cantinolle,44.89233300,-0.66808300,0,
BTCTI02,BTCTI02,Cantinolle,44.89230200,-0.66819500,0,
TTERCAN,TTERCAN,Cantinolle,44.89184300,-0.66737300,0,
BFONTA2,BFONTA2,Cantinolle (tram D),44.89163500,-0.66739700,0,
BCABOS,BCABOS,Cap de Bos,44.79265500,-0.68120700,0,
BCABOS2,BCABOS2,Cap de Bos,44.79267200,-0.68079500,0,
BCDBOS,BCDBOS,Cap de Bos,44.79208700,-0.68122100,0,
BCPHAUT,BCPHAUT,Cap de Haut,44.88580000,-0.63667700,0,
BLEPGE,BLEPGE,Cap Métiers,44.78801000,-0.65285700,0,
TCMETIE,TCMETIE,Cap Métiers,44.78923500,-0.65165200,0,
TCAPC,TCAPC,CAPC Musée d'Art Contemporain,44.84910100,-0.57046300,0,
BCAPSCQ,BCAPSCQ,Capdeboscq,44.89195500,-0.51412700,0,
BCAPDE,BCAPDE,Capdeville,44.84428500,-0.58675300,0,
BCAPELA,BCAPELA,Capella,44.87276000,-0.68797100,0,
BCAPE76,BCAPE76,Capelle,44.86397400,-0.61699400,0,
BCAPEL,BCAPEL,Capelle,44.81722200,-0.54861700,0,
BJJB34,BJJB34,Capelle,44.81708400,-0.54858000,0,
BCAPEYR,BCAPEYR,Capeyron,44.85151600,-0.64500300,0,
BCPEYRO,BCPEYRO,Capeyron,44.85242800,-0.64606400,0,
BCAPUC,BCAPUC,Capucins,44.82953600,-0.56809000,0,
BCAPUC2,BCAPUC2,Capucins,44.82905400,-0.56831500,0,
BCBLANC,BCBLANC,Carbon Blanc Centre,44.89376800,-0.50083900,0,
BCARBOU,BCARBOU,Carbouney,44.91315200,-0.48870700,0,
BCARDIN,BCARDIN,Cardinal,44.80450900,-0.62587500,0,
BCLECOT,BCLECOT,Cardinal Lecot,44.91197300,-0.64879400,0,
BCVERNE,BCVERNE,Carle Vernet,44.82055800,-0.55055000,0,
TVERNT,TVERNT,Carle Vernet,44.81985800,-0.55044600,0,
BCARN22,BCARN22,Carnot,44.95839600,-0.60263900,0,
BCARN58,BCARN58,Carnot,44.95796200,-0.60254200,0,
BCART46,BCART46,Carnot,44.79588900,-0.67257100,0,
TCARNO,TCARNO,Carnot - Mairie de Cenon,44.85776000,-0.53153700,0,
BAIGLE,BAIGLE,Caroline Aigle,44.83508800,-0.69004400,0,
TCAIGLE,TCAIGLE,Caroline Aigle,44.83518200,-0.68966400,0,
BCARR03,BCARR03,Carriet,44.88289800,-0.52250900,0,
TCARRI,TCARRI,Carriet,44.88219200,-0.52387900,0,
BARBOUD,BARBOUD,Carrière de Bos,44.94539700,-0.61365700,0,
BASSED,BASSED,Carsat,44.89551500,-0.55306100,0,
BSCOCAR,BSCOCAR,Cartier,44.81291400,-0.67150600,0,
BCARTO,BCARTO,Carton,44.85683100,-0.63107400,0,
BBOUDE,BBOUDE,Caserne Boudet,44.82771300,-0.58605300,0,
BCASERN,BCASERN,Caserne Nansouty,44.82026100,-0.56907300,0,
BCNANS,BCNANS,Caserne Nansouty,44.81871400,-0.56616400,0,
BCASSAG,BCASSAG,Cassagne,44.85332500,-0.51681500,0,
BSCOORE,BSCOORE,Cassendore,44.91840900,-0.68006400,0,
BSCOCAS,BSCOCAS,Cassenore,44.91840100,-0.68001300,0,
BCASS,BCASS,Cassin,44.83356800,-0.69520700,0,
BCASTAI,BCASTAI,Castaing,44.79560500,-0.66780600,0,
BCASTE4,BCASTE4,Castelnau,44.93442100,-0.76650500,0,
BCASTEL,BCASTEL,Castelnau,44.84263700,-0.66937100,0,
BCASTE2,BCASTE2,Castelneau,44.92600200,-0.54582100,0,
BCASTI,BCASTI,Castillon,44.85999000,-0.59247000,0,
BCAST92,BCAST92,Castéra,44.90934600,-0.51485600,0,
BCASTE,BCASTE,Castés,44.84011900,-0.51691200,0,
BSCOCAT,BSCOCAT,CAT,44.78437300,-0.70040700,0,
BSCOCAD,BSCOCAD,Catoy,44.75632200,-0.62183800,0,
